continuity/noun/the unbroken and consistent existence or operation of something over a period of time,
read/verb/look at and comprehend the meaning of (written or printed matter) by mentally interpreting the characters or symbols of wh>
journal/noun/a newspaper or magazine that deals with a particular subject or professional activity,
programming/noun/the process or activity of writing computer programs,
jealous/adjective/feeling or showing envy of someone or their achievements and advantages,
jar/noun/a wide-mouthed cylindrical container made of glass or pottery and typically having a lid,
radio/noun/the transmission and reception of electromagnetic waves of radio frequency,
happy/adjective/feeling or showing pleasure or contentment,
co-worker/noun/a person with whom one works,
communication/noun/the imparting or exchanging of information or news
